year,race,location,date,network,,spliced_name_1,spliced_name_2,spliced_name_3,spliced_name_4,spliced_name_5,spliced_name_6,spliced_name_7,spliced_name_8,spliced_name_9,spliced_name_10,name_for_macro
2018,Bank_of_America_Roval_400,"Charlotte_Motor_Speedway, Concord,_North_Carolina,_(Roval)",9_30_2019,2:00 p.m.,NBC,Bank,of,America,Roval,400,,,,,,2018_Bank_of_America_Roval_400
2018,Gander_Outdoors_400,"Dover_International_Speedway, Dover, Delaware",10_7_2019,2:00 p.m.,NBCSN,Gander,Outdoors,400,,,,,,,,2018_Gander_Outdoors_400
2018,1000Bulbs.com_500,"Talladega_Superspeedway, Lincoln, Alabama",10_14_2019,2:00 p.m.,NBC,1000Bulbs.com,500,,,,,,,,,2018_1000Bulbs.com_500
2018,Hollywood_Casino_400,"Kansas_Speedway, Kansas_City, Kansas",10_21_2019,2:00 p.m.,NBC,Hollywood,Casino,400,,,,,,,,2018_Hollywood_Casino_400
2018,First_Data_500,"Martinsville_Speedway, Ridgeway, Virginia",10_28_2019,2:30 p.m.,NBCSN,First,Data,500,,,,,,,,2018_First_Data_500
2018,AAA_Texas_500,"Texas_Motor_Speedway, Fort_Worth, Texas",11_4_2019,3:00 p.m.,NBCSN,AAA,Texas,500,,,,,,,,2018_AAA_Texas_500
2018,Can-Am_500,"ISM_Raceway, Avondale, Arizona",11_11_2019,2:30 p.m.,NBC,Can-Am,500,,,,,,,,,2018_Can-Am_500
2018,Ford_EcoBoost_400,"Homestead-Miami_Speedway, Homestead, Florida",11_18_2019,3:30 p.m.,NBC,Ford,EcoBoost,400,,,,,,,,2018_Ford_EcoBoost_400
2019,Daytona_500,2_17_2019,2:30:00_PM,Fox,,Daytona,500,,,,,,,,,2019_Daytona_500
2019,Folds_of_Honor_QuikTrip_500,"Atlanta_Motor_Speedway, Hampton, Georgia",2_24_2019,2:00:00_PM,Fox,Folds,of,Honor,QuikTrip,500,,,,,,2019_Folds_of_Honor_QuikTrip_500
2019,Pennzoil_400_presented_by_Jiffy_Lube,"Las_Vegas_Motor_Speedway, Las_Vegas, Nevada",3_3_2019,3:30:00_PM,Fox,Pennzoil,400,presented,by,Jiffy,Lube,,,,,2019_Pennzoil_400_presented_by_Jiffy_Lube
2019,Ticket_Guardian_500,"ISM_Raceway, Avondale, Arizona",3_10_2019,3:30:00_PM,Fox,TicketGuardian,500,,,,,,,,,2019_Ticket_Guardian_500
2019,Auto_Club_400,"Auto_Club_Speedway, Fontana, California",3_17_2019,3:30:00_PM,Fox,Auto,Club,400,,,,,,,,2019_Auto_Club_400
2019,STP_500,"Martinsville_Speedway, Ridgeway, Virginia",3_24_2019,2:00:00_PM,FS1,STP,500,,,,,,,,,2019_STP_500
2019,OReilly_Auto_Parts_500,"Texas_Motor_Speedway, Fort_Worth, Texas",3_31_2019,3:00:00_PM,Fox,O'Reilly,Auto,Parts,500,,,,,,,2019_OReilly_Auto_Parts_500
2019,Food_City_500,"Bristol_Motor_Speedway, Bristol, Tennessee",4_7_2019,2:00:00_PM,FS1,Food,City,500,,,,,,,,2019_Food_City_500
2019,Toyota_Owners_400,"Richmond_Raceway, Richmond, Virginia",4_13_2019,7:30:00_PM,Fox,Toyota,Owners,400,,,,,,,,2019_Toyota_Owners_400
2019,GEICO_500,"Talladega_Superspeedway, Lincoln, Alabama",4_28_2019,2:00:00_PM,Fox,GEICO,500,,,,,,,,,2019_GEICO_500
2019,Gander_RV_400,"Dover_International_Speedway, Dover, Delaware",May_6[N_1],12:00:00_PM,FS1,Gander,RV,400[84],,,,,,,,2019_Gander_RV_400
2019,Digital_Ally_400,"Kansas_Speedway, Kansas_City, Kansas",5_11_2019,7:30:00_PM,FS1,Digital,Ally,400,,,,,,,,2019_Digital_Ally_400
