year,race,location,date,network,,spliced_name_1,spliced_name_2,spliced_name_3,spliced_name_4,spliced_name_5,spliced_name_6,spliced_name_7,spliced_name_8,spliced_name_9,spliced_name_10,name_for_macro
1996,Purolator_500,"Atlanta_Motor_Speedway, Hampton",3_10_2019,ABC,,Purolator,500,,,,,,,,,1996_Purolator_500
1996,TranSouth_Financial_400,"Darlington_Raceway, Darlington",3_24_2019,ESPN,,TranSouth,Financial,400,,,,,,,,1996_TranSouth_Financial_400
1996,Food_City_500,"Bristol_Motor_Speedway, Bristol",3_31_2019,ESPN,,Food,City,500,,,,,,,,1996_Food_City_500
1996,First_Union_400,"North_Wilkesboro_Speedway, North_Wilkesboro",4_14_2019,ESPN,,First,Union,400,,,,,,,,1996_First_Union_400
1996,Goody's_Headache_Powder_500_(April),"Martinsville_Speedway, Ridgeway",4_21_2019,ESPN,,Goody's,Headache,Powder,500,,,,,,,1996_Goody's_Headache_Powder_500_(April)
1996,Winston_Select_500,"Talladega_Superspeedway, Talladega",4_28_2019,ESPN,,Winston,Select,500,,,,,,,,1996_Winston_Select_500
1996,Save_Mart_Supermarkets_300,"Sears_Point_Raceway, Sonoma",5_5_2019,ESPN,,Save,Mart,Supermarkets,300,,,,,,,1996_Save_Mart_Supermarkets_300
1996,Coca-Cola_600,,5_26_2019,TBS,,Coca-Cola,600,,,,,,,,,1996_Coca-Cola_600
1996,Miller_500_(June),"Dover_Downs_International_Speedway, Dover",6_2_2019,TNN,,Miller,500,,,,,,,,,1996_Miller_500_(June)
1996,UAW-GM_Teamwork_500,"Pocono_Raceway, Long_Pond",6_16_2019,TNN,,UAW-GM,Teamwork,500,,,,,,,,1996_UAW-GM_Teamwork_500
1996,Miller_400_(June),"Michigan_International_Speedway, Brooklyn",6_23_2019,CBS,,Miller,400,,,,,,,,,1996_Miller_400_(June)
1996,Pepsi_400,"Daytona_International_Speedway, Daytona_Beach",7_6_2019,ESPN,,Pepsi,400,,,,,,,,,1996_Pepsi_400
1996,Jiffy_Lube_300,"New_Hampshire_International_Speedway, Loudon",7_14_2019,TNN,,Jiffy,Lube,300,,,,,,,,1996_Jiffy_Lube_300
1996,Miller_500_(July),"Pocono_Raceway, Long_Pond",7_21_2019,TBS,,Miller,500,,,,,,,,,1996_Miller_500_(July)
1996,DieHard_500,"Talladega_Superspeedway, Talladega",7_28_2019,CBS,,DieHard,500,,,,,,,,,1996_DieHard_500
1996,Brickyard_400,"Indianapolis_Motor_Speedway, Speedway",8_3_2019,ABC,,Brickyard,400,,,,,,,,,1996_Brickyard_400
1996,The_Bud_at_the_Glen,"Watkins_Glen_International, Watkins_Glen",8_11_2019,ESPN,,The,Bud,at,the,Glen,,,,,,1996_The_Bud_at_the_Glen
1996,GM_Goodwrench_Dealer_400,"Michigan_International_Speedway, Brooklyn",8_18_2019,ESPN,,GM,Goodwrench,Dealer,400,,,,,,,1996_GM_Goodwrench_Dealer_400
1996,Goody's_Headache_Powder_500_(August),"Bristol_Motor_Speedway, Bristol",8_24_2019,ESPN,,Goody's,Headache,Powder,500,,,,,,,1996_Goody's_Headache_Powder_500_(August)
1996,Mountain_Dew_Southern_500,"Darlington_Raceway, Darlington",9_1_2019,ESPN,,Mountain,Dew,Southern,500,,,,,,,1996_Mountain_Dew_Southern_500
1996,Miller_400_(September),"Richmond_International_Raceway, Richmond",9_7_2019,ESPN,,Miller,400,,,,,,,,,1996_Miller_400_(September)
1996,MBNA_500,"Dover_Downs_International_Speedway, Dover",9_15_2019,TNN,,MBNA,500,,,,,,,,,1996_MBNA_500
1996,Hanes_500,"Martinsville_Speedway, Ridgeway",9_22_2019,ESPN,,Hanes,500,,,,,,,,,1996_Hanes_500
1996,Tyson_Holly_Farms_400,"North_Wilkesboro_Speedway, North_Wilkesboro",9_29_2019,ESPN,,Tyson,Holly,Farms,400,,,,,,,1996_Tyson_Holly_Farms_400
1996,UAW-GM_Quality_500,"Charlotte_Motor_Speedway, Concord",10_6_2019,TBS,,UAW-GM,Quality,500,,,,,,,,1996_UAW-GM_Quality_500
1996,AC-Delco_400,"North_Carolina_Motor_Speedway, Rockingham",10_20_2019,TNN,,AC,Delco,400,,,,,,,,1996_AC-Delco_400
1996,Dura_Lube_500,"Phoenix_International_Raceway, Phoenix",10_27_2019,TNN,,Dura,Lube,500,,,,,,,,1996_Dura_Lube_500
1996,NAPA_500,"Atlanta_Motor_Speedway, Hampton",11_10_2019,ESPN,,NAPA,500,,,,,,,,,1996_NAPA_500
1997,Daytona_500,2_16_2019,CBS,,,Daytona,500,,,,,,,,,1997_Daytona_500
1997,Goodwrench_Service_400,"North_Carolina_Motor_Speedway, Rockingham",2_23_2019,TNN,,Goodwrench,Service,400,,,,,,,,1997_Goodwrench_Service_400
1997,Pontiac_Excitement_400,"Richmond_International_Raceway, Richmond",3_2_2019,ESPN,,Pontiac,Excitement,400,,,,,,,,1997_Pontiac_Excitement_400
1997,Primestar_500,"Atlanta_Motor_Speedway, Hampton",3_9_2019,ABC,,Primestar,500,,,,,,,,,1997_Primestar_500
1997,TranSouth_Financial_400,"Darlington_Raceway, Darlington",3_23_2019,ESPN,,TranSouth,Financial,400,,,,,,,,1997_TranSouth_Financial_400
1997,Interstate_Batteries_500,"Texas_Motor_Speedway, Fort_Worth",4_6_2019,CBS,,Interstate,Batteries,500,,,,,,,,1997_Interstate_Batteries_500
1997,Food_City_500,"Bristol_Motor_Speedway, Bristol",4_13_2019,ESPN,,Food,City,500,,,,,,,,1997_Food_City_500
1997,Goody's_Headache_Powder_500_(April),"Martinsville_Speedway, Ridgeway",4_20_2019,ESPN,,Goody's,Headache,Powder,500,,,,,,,1997_Goody's_Headache_Powder_500_(April)
1997,Save_Mart_Supermarkets_300,"Sears_Point_Raceway, Sonoma",5_4_2019,ESPN,,Save,Mart,Supermarkets,300,,,,,,,1997_Save_Mart_Supermarkets_300
1997,Winston_500,"Talladega_Superspeedway, Talladega",5_10_2019,ESPN,,Winston,500,,,,,,,,,1997_Winston_500
1997,Coca-Cola_600,,5_25_2019,TBS,,Coca-Cola,600,,,,,,,,,1997_Coca-Cola_600
1997,Miller_500,"Dover_Downs_International_Speedway, Dover",6_1_2019,TNN,,Miller,500,,,,,,,,,1997_Miller_500
1997,Pocono_500,"Pocono_Raceway, Long_Pond",6_8_2019,TNN,,Pocono,500,,,,,,,,,1997_Pocono_500
1997,Miller_400,"Michigan_Speedway, Brooklyn",6_15_2019,CBS,,Miller,400,,,,,,,,,1997_Miller_400
1997,California_500_Presented_by_NAPA,"California_Speedway, Fontana",6_22_2019,ABC,,California,500,Presented,by,NAPA,,,,,,1997_California_500_Presented_by_NAPA
1997,Pepsi_400,"Daytona_International_Speedway, Daytona_Beach",7_5_2019,ESPN,,Pepsi,400,,,,,,,,,1997_Pepsi_400
1997,Jiffy_Lube_300,"New_Hampshire_International_Speedway, Loudon",7_13_2019,TNN,,Jiffy,Lube,300,,,,,,,,1997_Jiffy_Lube_300
1997,Pennsylvania_500,"Pocono_Raceway, Long_Pond",7_20_2019,TBS,,Pennsylvania,500,,,,,,,,,1997_Pennsylvania_500
1997,Brickyard_400,"Indianapolis_Motor_Speedway, Speedway",8_3_2019,ABC,,Brickyard,400,,,,,,,,,1997_Brickyard_400
1997,The_Bud_at_the_Glen,"Watkins_Glen_International, Watkins_Glen",8_10_2019,ESPN,,The,Bud,at,the,Glen,,,,,,1997_The_Bud_at_the_Glen
1997,DeVilbiss_400,"Michigan_Speedway, Brooklyn",8_17_2019,ESPN,,DeVilbiss,400,,,,,,,,,1997_DeVilbiss_400
1997,Goody's_Headache_Powder_500_(August),"Bristol_Motor_Speedway, Bristol",8_23_2019,ESPN,,Goody's,Headache,Powder,500,,,,,,,1997_Goody's_Headache_Powder_500_(August)
1997,Mountain_Dew_Southern_500,"Darlington_Raceway, Darlington",8_31_2019,ESPN,,Mountain,Dew,Southern,500,,,,,,,1997_Mountain_Dew_Southern_500
1997,Exide_NASCAR_Select_Batteries_400,"Richmond_International_Raceway, Richmond",9_6_2019,ESPN,,Exide,NASCAR,Select,Batteries,400,,,,,,1997_Exide_NASCAR_Select_Batteries_400
1997,CMT_300,"New_Hampshire_International_Speedway, Loudon",9_14_2019,TNN,,CMT,300,,,,,,,,,1997_CMT_300
1997,MBNA_400,"Dover_Downs_International_Speedway, Dover",9_21_2019,TNN,,MBNA,400,,,,,,,,,1997_MBNA_400
1997,Hanes_500,"Martinsville_Speedway, Ridgeway",9_29_2019,ESPN,,Hanes,500,,,,,,,,,1997_Hanes_500
1997,UAW-GM_Quality_500,"Charlotte_Motor_Speedway, Concord",10_5_2019,TBS,,UAW-GM,Quality,500,,,,,,,,1997_UAW-GM_Quality_500
1997,DieHard_500,"Talladega_Superspeedway, Talladega",10_12_2019,CBS,,DieHard,500,,,,,,,,,1997_DieHard_500
1997,ACDelco_400,"North_Carolina_Motor_Speedway, Rockingham",10_27_2019,TNN,,AC,Delco,400,,,,,,,,1997_ACDelco_400
1997,Dura_Lube_500_Presented_by_Kmart,"Phoenix_International_Raceway, Phoenix",11_2_2019,TNN,,Dura,Lube,500,Presented,by,Kmart,,,,,1997_Dura_Lube_500_Presented_by_Kmart
1997,NAPA_500,"Atlanta_Motor_Speedway, Hampton",11_16_2019,ESPN,,NAPA,500,,,,,,,,,1997_NAPA_500
1998,Daytona_500,2_15_2019,CBS,,,Daytona,500,,,,,,,,,1998_Daytona_500
1998,GM_Goodwrench_Service_Plus_400,"North_Carolina_Speedway, Rockingham",2_22_2019,TNN,,GM,Goodwrench,Service,Plus,400,,,,,,1998_GM_Goodwrench_Service_Plus_400
1998,Las_Vegas_400,"Las_Vegas_Motor_Speedway, Las_Vegas",3_1_2019,ABC,,Las,Vegas,400,,,,,,,,1998_Las_Vegas_400
1998,Primestar_500,"Atlanta_Motor_Speedway, Hampton",3_9_2019,ABC ,,Primestar,500,,,,,,,,,1998_Primestar_500
1998,TranSouth_Financial_400,"Darlington_Raceway, Darlington",3_22_2019,ESPN,,TranSouth,Financial,400,,,,,,,,1998_TranSouth_Financial_400
1998,Food_City_500,"Bristol_Motor_Speedway, Bristol",3_29_2019,ESPN,,Food,City,500,,,,,,,,1998_Food_City_500
1998,Texas_500,"Texas_Motor_Speedway, Fort_Worth",4_5_2019,CBS,,Texas,500,,,,,,,,,1998_Texas_500
1998,Goody's_Headache_Powder_500_(April),"Martinsville_Speedway, Ridgeway",4_20_2019,ESPN,,Goody's,Headache,Powder,500,,,,,,,1998_Goody's_Headache_Powder_500_(April)
1998,DieHard_500,"Talladega_Superspeedway, Talladega",4_26_2019,ABC,,DieHard,500,,,,,,,,,1998_DieHard_500
1998,California_500_Presented_by_NAPA,"California_Speedway, Fontana",5_3_2019,ABC,,California,500,Presented,by,NAPA,,,,,,1998_California_500_Presented_by_NAPA
1998,Coca-Cola_600,,5_24_2019,TBS,,Coca-Cola,600,,,,,,,,,1998_Coca-Cola_600
1998,MBNA_Platinum_400,"Dover_Downs_International_Speedway, Dover",5_31_2019,TNN,,MBNA,Platinum,400,,,,,,,,1998_MBNA_Platinum_400
1998,Pontiac_Excitement_400,"Richmond_International_Raceway, Richmond",6_6_2019,ESPN,,Pontiac,Excitement,400,,,,,,,,1998_Pontiac_Excitement_400
1998,Miller_Lite_400,"Michigan_Speedway, Brooklyn",6_14_2019,CBS,,Miller,Lite,400,,,,,,,,1998_Miller_Lite_400
1998,Pocono_500,"Pocono_Raceway, Long_Pond",6_21_2019,TNN,,Pocono,500,,,,,,,,,1998_Pocono_500
1998,Save_Mart_Kragen_350,"Sears_Point_Raceway, Sonoma",6_28_2019,ESPN ,,Save,Mart_Kragen,350,,,,,,,,1998_Save_Mart_Kragen_350
1998,Jiffy_Lube_300,"New_Hampshire_International_Speedway, Loudon",7_12_2019,TNN,,Jiffy,Lube,300,,,,,,,,1998_Jiffy_Lube_300
1998,Pennsylvania_500,"Pocono_Raceway, Long_Pond",7_26_2019,TBS,,Pennsylvania,500,,,,,,,,,1998_Pennsylvania_500
1998,Brickyard_400,"Indianapolis_Motor_Speedway, Speedway",8_1_2019,ABC,,Brickyard,400,,,,,,,,,1998_Brickyard_400
1998,The_Bud_at_the_Glen,"Watkins_Glen_International, Watkins_Glen",8_9_2019,ESPN,,The,Bud,at,the,Glen,,,,,,1998_The_Bud_at_the_Glen
1998,Pepsi_400_Presented_by_DeVilbiss,"Michigan_Speedway, Brooklyn",8_16_2019,ESPN,,Pepsi,400,Presented,by,Meijer,,,,,,1998_Pepsi_400_Presented_by_DeVilbiss
1998,Goody's_Headache_Powder_500_(August),"Bristol_Motor_Speedway, Bristol",8_22_2019,ESPN,,Goody's,Headache,Powder,500,,,,,,,1998_Goody's_Headache_Powder_500_(August)
1998,Farm_Aid_on_CMT_300,"New_Hampshire_International_Speedway, Loudon",8_30_2019,TNN,,Farm,Aid,on,CMT,300,,,,,,1998_Farm_Aid_on_CMT_300
1998,Pepsi_Southern_500,"Darlington_Raceway, Darlington",9_6_2019,ESPN,,Pepsi,Southern,500,,,,,,,,1998_Pepsi_Southern_500
1998,Exide_NASCAR_Select_Batteries_400,"Richmond_International_Raceway, Richmond",9_12_2019,ESPN,,Exide,NASCAR,Select,Batteries,400,,,,,,1998_Exide_NASCAR_Select_Batteries_400
1998,MBNA_Gold_400,"Dover_Downs_International_Speedway, Dover",9_20_2019,TNN,,MBNA,Gold,400,,,,,,,,1998_MBNA_Gold_400
1998,NAPA_Autocare_500,"Martinsville_Speedway, Ridgeway",9_27_2019,ESPN,,NAPA,Autocare,500,,,,,,,,1998_NAPA_Autocare_500
1998,UAW-GM_Quality_500,"Charlotte_Motor_Speedway, Concord",10_4_2019,TBS,,UAW-GM,Quality,500,,,,,,,,1998_UAW-GM_Quality_500
1998,Winston_500,"Talladega_Superspeedway, Talladega",10_11_2019,ESPN,,Winston,500,,,,,,,,,1998_Winston_500
1998,Pepsi_400,"Daytona_International_Speedway, Daytona_Beach",10_17_2019,TNN,,Pepsi,400,,,,,,,,,1998_Pepsi_400
1998,Dura_Lube_Kmart_500,"Phoenix_International_Raceway, Phoenix",10_25_2019,TNN,,Dura,Lube_Kmart,500,,,,,,,,1998_Dura_Lube_Kmart_500
1998,AC_Delco_400,"North_Carolina_Speedway, Rockingham",11_1_2019,TNN,,AC,Delco,400,,,,,,,,1998_AC_Delco_400
1998,NAPA_500,"Atlanta_Motor_Speedway, Hampton",11_8_2019,ESPN,,NAPA,500,,,,,,,,,1998_NAPA_500
1999,Daytona_500,2_14_2019,CBS,,,Daytona,500,,,,,,,,,1999_Daytona_500
1999,Dura_Lube_Big_K_400,"North_Carolina_Speedway, Rockingham",2_21_2019,TNN,,Dura,Lube_Big,K,400,,,,,,,1999_Dura_Lube_Big_K_400
1999,Las_Vegas_400,"Las_Vegas_Motor_Speedway, Las_Vegas",3_7_2019,ABC,,Las,Vegas,400,,,,,,,,1999_Las_Vegas_400
1999,Cracker_Barrel_500,"Atlanta_Motor_Speedway, Hampton",3_14_2019,ABC,,Cracker,Barrel,500,,,,,,,,1999_Cracker_Barrel_500
1999,TranSouth_Financial_400,"Darlington_Raceway, Darlington",3_21_2019,ESPN,,TranSouth,Financial,400,,,,,,,,1999_TranSouth_Financial_400
1999,Primestar_500,"Texas_Motor_Speedway, Fort_Worth",3_28_2019,CBS,,Primestar,500,,,,,,,,,1999_Primestar_500
1999,Food_City_500,"Bristol_Motor_Speedway, Bristol",4_11_2019,ESPN,,Food,City,500,,,,,,,,1999_Food_City_500
1999,Goody's_Body_Pain_500,"Martinsville_Speedway, Ridgeway",4_18_2019,ESPN,,Goody's,Body,Pain,500,,,,,,,1999_Goody's_Body_Pain_500
1999,DieHard_500,"Talladega_Superspeedway, Talladega",4_25_2019,ABC,,DieHard,500,,,,,,,,,1999_DieHard_500
1999,California_500_Presented_by_NAPA,"California_Speedway, Fontana",5_2_2019,ABC,,California,500,Presented,by,NAPA,,,,,,1999_California_500_Presented_by_NAPA
1999,Pontiac_Excitement_400,"Richmond_International_Raceway, Richmond",5_15_2019,ESPN,,Pontiac,Excitement,400,,,,,,,,1999_Pontiac_Excitement_400
1999,Coca-Cola_600,,5_30_2019,TBS,,Coca-Cola,600,,,,,,,,,1999_Coca-Cola_600
1999,MBNA_Platinum_400,"Dover_Downs_International_Speedway, Dover",6_6_2019,TNN,,MBNA,Platinum,400,,,,,,,,1999_MBNA_Platinum_400
1999,Kmart_400_Presented_by_Castrol_Super_Clean,"Michigan_Speedway, Brooklyn",6_13_2019,CBS,,Kmart,400,,,,,,,,,1999_Kmart_400_Presented_by_Castrol_Super_Clean
1999,Pocono_500,"Pocono_Raceway, Long_Pond",6_20_2019,TNN,,Pocono,500,,,,,,,,,1999_Pocono_500
1999,Save_Mart_Kragen_350,"Sears_Point_Raceway, Sonoma",6_27_2019,ESPN,,Save,Mart_Kragen,350,,,,,,,,1999_Save_Mart_Kragen_350
1999,Pepsi_400,"Daytona_International_Speedway, Daytona_Beach",7_3_2019,CBS,,Pepsi,400,,,,,,,,,1999_Pepsi_400
1999,Jiffy_Lube_300,"New_Hampshire_International_Speedway, Loudon",7_11_2019,TNN,,Jiffy,Lube,300,,,,,,,,1999_Jiffy_Lube_300
1999,Pennsylvania_500,"Pocono_Raceway, Long_Pond",7_25_2019,TBS,,Pennsylvania,500,,,,,,,,,1999_Pennsylvania_500
1999,Brickyard_400,"Indianapolis_Motor_Speedway, Speedway",8_7_2019,ABC,,Brickyard,400,,,,,,,,,1999_Brickyard_400
1999,Frontier_at_the_Glen,"Watkins_Glen_International, Watkins_Glen",8_15_2019,ESPN,,Frontier,at,the,Glen,,,,,,,1999_Frontier_at_the_Glen
1999,Pepsi_400_Presented_by_Meijer,"Michigan_Speedway, Brooklyn",8_22_2019,ESPN,,Pepsi,400,Presented,by,Meijer,,,,,,1999_Pepsi_400_Presented_by_Meijer
1999,Goody's_Headache_Powder_500,"Bristol_Motor_Speedway, Bristol",8_28_2019,ESPN,,Goody's,Headache,Powder,500,,,,,,,1999_Goody's_Headache_Powder_500
1999,The_50th_Pepsi_Southern_500,"Darlington_Raceway, Darlington",9_5_2019,ESPN,,The,50th,Pepsi,Southern,500,,,,,,1999_The_50th_Pepsi_Southern_500
1999,Exide_NASCAR_Select_Batteries_400,"Richmond_International_Raceway, Richmond",9_11_2019,ESPN,,Exide,NASCAR,Select,Batteries,400,,,,,,1999_Exide_NASCAR_Select_Batteries_400
1999,Dura_Lube_Kmart_300,"New_Hampshire_International_Speedway, Loudon",9_19_2019,TNN,,Dura,Lube_Kmart,300,,,,,,,,1999_Dura_Lube_Kmart_300
1999,MBNA_Gold_400,"Dover_Downs_International_Speedway, Dover",9_26_2019,TNN,,MBNA,Gold,400,,,,,,,,1999_MBNA_Gold_400
1999,NAPA_Autocare_500,"Martinsville_Speedway, Ridgeway",10_3_2019,ESPN,,NAPA,Autocare,500,,,,,,,,1999_NAPA_Autocare_500
1999,UAW-GM_Quality_500,"Lowe's_Motor_Speedway, Concord",10_11_2019,TBS,,UAW-GM,Quality,500,,,,,,,,1999_UAW-GM_Quality_500
1999,Winston_500,"Talladega_Superspeedway, Talladega",10_17_2019,ESPN,,Winston,500,,,,,,,,,1999_Winston_500
1999,Pop_Secret_Microwave_Popcorn_400,"North_Carolina_Speedway, Rockingham",10_24_2019,TNN,,Pop,Secret,Microwave,Popcorn,400,,,,,,1999_Pop_Secret_Microwave_Popcorn_400
1999,Checker_Auto_Parts_Dura_Lube_500,"Phoenix_International_Raceway, Phoenix",11_7_2019,TNN,,Checker,Auto,Parts_Dura,Lube,500,,,,,,1999_Checker_Auto_Parts_Dura_Lube_500
1999,Pennzoil_400_Presented_by_Kmart,"Homestead-Miami_Speedway, Homestead",11_14_2019,NBC,,Pennzoil,400,Presented,by,Kmart,,,,,,1999_Pennzoil_400_Presented_by_Kmart
1999,NAPA_500,"Atlanta_Motor_Speedway, Hampton",11_21_2019,ESPN,,NAPA,500,,,,,,,,,1999_NAPA_500
2000,Daytona_500,2_20_2019,CBS,,,Daytona,500,,,,,,,,,2000_Daytona_500
2000,Dura_Lube_Kmart_400,"North_Carolina_Speedway, Rockingham",2_27_2019,TNN,,Dura,Lube_Kmart,400,,,,,,,,2000_Dura_Lube_Kmart_400
2000,CarsDirect.com_400,"Las_Vegas_Motor_Speedway, Las_Vegas",3_5_2019,ABC,,CarsDirect.com,400,,,,,,,,,2000_CarsDirect.com_400
2000,Cracker_Barrel_Old_Country_Store_500,"Atlanta_Motor_Speedway, Hampton",3_12_2019,ABC,,Cracker,Barrel,Old,Country,Store,500,,,,,2000_Cracker_Barrel_Old_Country_Store_500
2000,Mall.com_400,"Darlington_Raceway, Darlington",3_19_2019,ESPN,,Mall.com,400,,,,,,,,,2000_Mall.com_400
2000,Food_City_500,"Bristol_Motor_Speedway, Bristol",3_26_2019,ESPN,,Food,City,500,,,,,,,,2000_Food_City_500
2000,DirecTV_500,"Texas_Motor_Speedway, Fort_Worth",4_2_2019,CBS,,DirecTV,500,,,,,,,,,2000_DirecTV_500
2000,Goody's_Body_Pain_500,"Martinsville_Speedway, Ridgeway",4_9_2019,ESPN,,Goody's,Body,Pain,500,,,,,,,2000_Goody's_Body_Pain_500
2000,DieHard_500,"Talladega_Superspeedway, Talladega",4_16_2019,ABC,,DieHard,500,,,,,,,,,2000_DieHard_500
2000,NAPA_Auto_Parts_500,"California_Speedway, Fontana",4_30_2019,ABC,,NAPA,Auto,Parts,500,,,,,,,2000_NAPA_Auto_Parts_500
2000,Pontiac_Excitement_400,"Richmond_International_Raceway, Richmond",5_6_2019,ESPN,,Pontiac,Excitement,400,,,,,,,,2000_Pontiac_Excitement_400
2000,Coca-Cola_600,,5_28_2019,TBS,,Coca-Cola,600,,,,,,,,,2000_Coca-Cola_600
2000,MBNA_Platinum_400,"Dover_Downs_International_Speedway, Dover",6_4_2019,TNN,,MBNA,Platinum,400,,,,,,,,2000_MBNA_Platinum_400
2000,Kmart_400,"Michigan_International_Speedway, Brooklyn",6_11_2019,CBS,,Kmart,400,,,,,,,,,2000_Kmart_400
2000,Pocono_500,"Pocono_Raceway, Long_Pond",6_19_2019,TNN,,Pocono,500,,,,,,,,,2000_Pocono_500
2000,Save_Mart_Kragen_350,"Sears_Point_Raceway, Sonoma",6_25_2019,ESPN,,Save,Mart_Kragen,350,,,,,,,,2000_Save_Mart_Kragen_350
2000,Pepsi_400,"Daytona_International_Speedway, Daytona_Beach",7_1_2019,CBS,,Pepsi,400,,,,,,,,,2000_Pepsi_400
2000,thatlook.com_300,"New_Hampshire_International_Speedway, Loudon",7_9_2019,TNN,,thatlook.com,300,,,,,,,,,2000_thatlook.com_300
2000,Pennsylvania_500,"Pocono_Raceway, Long_Pond",7_23_2019,TBS,,Pennsylvania,500,,,,,,,,,2000_Pennsylvania_500
2000,Brickyard_400,"Indianapolis_Motor_Speedway, Speedway",8_5_2019,ABC,,Brickyard,400,,,,,,,,,2000_Brickyard_400
2000,Global_Crossing_At_The_Glen,"Watkins_Glen_International, Watkins_Glen",8_13_2019,ESPN,,Global,Crossing,@,The,Glen,,,,,,2000_Global_Crossing_At_The_Glen
2000,Pepsi_400_Presented_by_Meijer,"Michigan_International_Speedway, Brooklyn",8_20_2019,ESPN,,Pepsi,400,Presented,by,Meijer,,,,,,2000_Pepsi_400_Presented_by_Meijer
2000,Goracing.com_500,"Bristol_Motor_Speedway, Bristol",8_26_2019,ESPN,,Goracing.com,500,,,,,,,,,2000_Goracing.com_500
2000,Pepsi_Southern_500,"Darlington_Raceway, Darlington",9_3_2019,ESPN,,Pepsi,Southern,500,,,,,,,,2000_Pepsi_Southern_500
2000,Chevrolet_Monte_Carlo_400,"Richmond_International_Raceway, Richmond",9_9_2019,ESPN,,Chevrolet,Monte,Carlo,400,,,,,,,2000_Chevrolet_Monte_Carlo_400
2000,Dura_Lube_300_Sponsored_by_Kmart,"New_Hampshire_International_Speedway, Loudon",9_17_2019,TNN,,Dura,Lube,300,Sponsored,by,Kmart,,,,,2000_Dura_Lube_300_Sponsored_by_Kmart
2000,MBNA.com_400,"Dover_Downs_International_Speedway, Dover",9_24_2019,TNN,,MBNA.com,400,,,,,,,,,2000_MBNA.com_400
2000,NAPA_Autocare_500,"Martinsville_Speedway, Ridgeway",10_1_2019,ESPN,,NAPA,Autocare,500,,,,,,,,2000_NAPA_Autocare_500
2000,UAW-GM_Quality_500,"Lowe's_Motor_Speedway, Concord",10_8_2019,TBS,,UAW-GM,Quality,500,,,,,,,,2000_UAW-GM_Quality_500
2000,Winston_500,"Talladega_Superspeedway, Talladega",10_15_2019,ESPN,,Winston,500,,,,,,,,,2000_Winston_500
2000,Pop_Secret_Microwave_Popcorn_400,"North_Carolina_Speedway, Rockingham",10_22_2019,TNN,,Pop,Secret,Microwave,Popcorn,400,,,,,,2000_Pop_Secret_Microwave_Popcorn_400
2000,Checker_Auto_Parts_Dura_Lube_500k,"Phoenix_International_Raceway, Phoenix",11_5_2019,TNN,,Checker,Auto,Parts_Dura,Lube,500k,,,,,,2000_Checker_Auto_Parts_Dura_Lube_500k
2000,Pennzoil_400_Presented_by_Discount_Auto_Parts,"Homestead-Miami_Speedway, Homestead",11_12_2019,NBC,,Pennzoil,400,Presented,by,Discount,Auto,Parts,,,,2000_Pennzoil_400_Presented_by_Discount_Auto_Parts
2000,NAPA_500,"Atlanta_Motor_Speedway, Hampton",11_20_2019,ESPN,,NAPA,500,,,,,,,,,2000_NAPA_500
2001,Daytona_500,2_18_2019,Fox,,,Daytona,500,,,,,,,,,2001_Daytona_500
2001,Dura_Lube_400,"North_Carolina_Speedway, Rockingham",February_25–26,Fox ,,Dura,Lube,400,,,,,,,,2001_Dura_Lube_400
2001,UAW-Daimler_Chrysler_400,"Las_Vegas_Motor_Speedway, Las_Vegas",3_4_2019,Fox,,UAW-DaimlerChrysler,400,,,,,,,,,2001_UAW-Daimler_Chrysler_400
2001,Cracker_Barrel_Old_Country_Store_500,"Atlanta_Motor_Speedway, Hampton",3_11_2019,Fox,,Cracker,Barrel,Old,Country,Store,500,,,,,2001_Cracker_Barrel_Old_Country_Store_500
2001,Carolina_Dodge_Dealers_400,"Darlington_Raceway, Darlington",3_18_2019,Fox,,Carolina,Dodge,Dealers,400,,,,,,,2001_Carolina_Dodge_Dealers_400
2001,Food_City_500,"Bristol_Motor_Speedway, Bristol",3_25_2019,Fox,,Food,City,500,,,,,,,,2001_Food_City_500
2001,Harrahs_500,"Texas_Motor_Speedway, Fort_Worth",4_1_2019,Fox,,Harrah's,500,,,,,,,,,2001_Harrahs_500
2001,Virginia_500,"Martinsville_Speedway, Ridgeway",4_8_2019,Fox,,Virginia,500,,,,,,,,,2001_Virginia_500
2001,Talladega_500,"Talladega_Superspeedway, Talladega",4_22_2019,Fox,,Talladega,500,,,,,,,,,2001_Talladega_500
2001,NAPA_Auto_Parts_500,"California_Speedway, Fontana",4_29_2019,Fox,,NAPA,Auto,Parts,500,,,,,,,2001_NAPA_Auto_Parts_500
2001,Pontiac_Excitement_400,"Richmond_International_Raceway, Richmond",5_5_2019,FX,,Pontiac,Excitement,400,,,,,,,,2001_Pontiac_Excitement_400
2001,Coca-Cola_600,,5_27_2019,Fox,,Coca-Cola,600,,,,,,,,,2001_Coca-Cola_600
2001,MBNA_Platinum_400,"Dover_Downs_International_Speedway, Dover",6_3_2019,Fox,,MBNA,Platinum,400,,,,,,,,2001_MBNA_Platinum_400
2001,Kmart_400,"Michigan_International_Speedway, Brooklyn",6_10_2019,FX,,Kmart,400,,,,,,,,,2001_Kmart_400
2001,Pocono_500,"Pocono_Raceway, Long_Pond",6_17_2019,Fox,,Pocono,500,,,,,,,,,2001_Pocono_500
